tall, 1
whore!', 1
grandsir, 1
afflicted, 1
fashion-mongers, 1
pardona-mi's, 1
ease, 1
bench?, 1
bones!, 1
roe, 1
dried, 1
herring., 1
fishified!, 1
numbers, 1
Petrarch, 1
flowed, 1
Laura, 1
kitchen, 1
(marry, 1
berhyme, 1
her), 1
Dido, 1
dowdy, 1
Cleopatra, 1
gypsy, 1
Helen, 1
Hero, 1
hildings, 1
harlots, 1
gray, 1
purpose., 1
bon, 1
jour!, 1
salutation, 1
slop., 1
slip, 1
slip., 1
conceive?, 1
strain, 1
constrains, 1
hams., 1
cursy., 1
kindly, 1
exposition., 1
pink, 1
Pink, 1
Right., 1
well-flower'd., 1
said!, 1
single, 1
sole, 1
singular., 1
single-sold, 1
singular, 1
singleness!, 1
Swits, 1
spurs, 1
swits, 1
spurs!, 1
match., 1
wild-goose, 1
chase, 1
done;, 1
five., 1
sweeting;, 1
sharp, 1
sauce., 1
cheveril, 1
stretches, 1
inch, 1
narrow, 1
ell, 1
broad!, 1
stretch, 1
'broad,', 1
added, 1
proves, 1
groaning, 1
sociable, 1
nature., 1
drivelling, 1
runs, 1
lolling, 1
bauble, 1
hole., 1
there!, 1
desirest, 1
hair., 1
large., 1
deceiv'd!, 1
short;, 1
depth, 1
occupy, 1
argument, 1
longer., 1
goodly, 1
gear!, 1
[Peter]., 1
sail, 1
two!, 1
shirt, 1
smock., 1
fan's, 1
two., 1
good-den, 1
gentlewoman., 1
good-den?, 1
ye;, 1
bawdy, 1
dial, 1
prick, 1
noon., 1
mar., 1
said., 1
'For, 1
mar,', 1
'a?, 1
older, 1
youngest, 1
worse., 1
worst, 1
Very, 1
faith!, 1
wisely., 1
confidence, 1
endite, 1
supper., 1
bawd!, 1
found?, 1
lenten, 1
pie, 1
stale, 1
walks, 1
sings., 1
Lent;, 1
score, 1
hoars, 1
spent., 1
father's?, 1
dinner, 1
[sings], 1
merchant, 1
ropery?, 1
month., 1
an'a, 1
lustier, 1
jacks;, 1
flirt-gills;, 1
skains-mates., 1
suffer, 1
pleasure!, 1
pleasure., 1
vexed, 1
quivers., 1
enquire, 1
fool's, 1
gross, 1
behaviour, 1
say;, 1
young;, 1
double, 1
off'red, 1
dealing., 1
commend, 1
gentlemanlike, 1
offer., 1
afternoon;, 1
shriv'd, 1
married., 1
penny., 1
abbey, 1
tackled, 1
stair, 1
topgallant, 1
convoy, 1
trusty, 1
quit, 1
secret?, 1
putting, 1
steel., 1
prating, 1
thing-, 1
nobleman, 1
aboard;, 1
lieve, 1
sometimes, 1
properer, 1
clout, 1
versal, 1
letter?, 1
R., 1
mocker!, 1
dog's, 1
R, 1
the-, 1
No;, 1
letter;, 1
sententious, 1
times., 1
Romeo.], 1
apace., 1
clock, 1
'promis'd, 1
Perchance, 1
lame!, 1
heralds, 1
faster, 1
glide, 1
sun's, 1
beams, 1
Driving, 1
low'ring, 1
hills., 1
nimble-pinion'd, 1
doves, 1
wind-swift, 1
wings., 1
highmost, 1
hill, 1
journey, 1
hours;, 1
ball;, 1
bandy, 1
folks, 1
feign, 1
Unwieldy, 1
lead., 1
Peter]., 1
comes!, 1
gate., 1
Peter.], 1
nurse-, 1
sad?, 1
merrily;, 1
playing, 1
aweary, 1
ache!, 1
jaunce, 1
awhile?, 1
excuse., 1
circumstance., 1
choice;, 1
he., 1
men's;, 1
compare., 1
courtesy, 1
lamb., 1
wench;, 1
God., 1
din'd, 1
home?, 1
no., 1
marriage?, 1
aches!, 1
I!, 1
pieces., 1
t', 1
side,-, 1
back!, 1
sending, 1
catch, 1
jauncing, 1
I', 1
sorry, 1
handsome;, 1
virtuous-, 1
oddly, 1
repliest!, 1
'Your, 1
"Where, 1
mother?"', 1
hot?, 1
trow., 1
poultice, 1
aching, 1
bones?, 1
messages, 1
yourself., 1
coil!, 1
cell;, 1
stays, 1
cheeks:, 1
They'll, 1
ladder, 1
bird's, 1
drudge, 1
delight;, 1
Go;, 1
dinner;, 1
VI., 1
after-hours, 1
Amen, 1
amen!, 1
countervail, 1
love-devouring, 1
dare-, 1
ends, 1
consume., 1
deliciousness, 1
confounds, 1
appetite., 1
moderately:, 1
so;, 1
arrives, 1
tardy, 1
flint., 1
bestride, 1
gossamer, 1
idles, 1
fall;, 1
vanity., 1
confessor., 1
thanks, 1
heap'd, 1
skill, 1
blazon, 1
sweeten, 1
neighbour, 1
music's, 1
Unfold, 1
imagin'd, 1
happiness, 1
Receive, 1
encounter., 1
Conceit, 1
Brags, 1
ornament., 1
beggars, 1
worth;, 1
excess, 1
wealth., 1
work;, 1
incorporate, 1
Men., 1
retire., 1
abroad., 1
brawl, 1
stirring., 1
enters, 1
confines, 1
tavern, 1
claps, 1
table, 1
